82,64,84,95,79,35,11,98,35,22,12,83,81,52,75,50,42,64,24,58
66,93,94,92,90,49,23,79,81,32,89,72,11,79,68,52,40,44,32,10
17,82,68,25,55,45,17,29,10,82,17,16,38,69,75,39,15,5,79,31
51,60,50,46,60,56,53,29,47,41,34,19,96,38,59,77,57,62,86,48
23,85,90,43,93,34,70,75,84,52,33,94,23,63,47,12,59,45,64,80
14,44,71,29,51,76,29,51,91,3,50,24,72,64,50,92,84,21,38,34
98,92,49,1,37,81,27,45,84,43,3,59,33,37,68,64,3,73,19,68
84,95,97,97,69,2,87,12,26,91,32,55,35,7,29,76,28,38,96,75
85,82,63,66,17,96,68,55,98,81,40,87,74,45,46,70,85,89,88,33
82,55,64,67,67,89,99,38,91,19,50,4,5,71,52,85,19,84,71,29
82,83,91,69,54,70,22,74,89,49,47,60,68,26,54,67,18,97,7,93
3,17,82,37,46,75,24,68,48,76,54,92,84,20,22,67,54,31,24,11
31,51,29,88,97,33,59,28,98,1,52,87,89,27,66,85,17,37,74,90
5,5,11,46,16,20,45,96,14,76,30,10,45,74,30,17,63,0,41,3
75,12,73,39,96,74,15,66,14,59,97,92,84,1,82,94,49,40,70,77
70,56,76,64,49,26,39,72,75,31,72,76,95,5,62,88,53,13,61,10
24,54,64,0,8,81,53,89,38,38,46,46,39,81,30,97,94,53,92,90
13,88,58,51,29,61,74,79,78,75,42,86,81,67,54,4,82,1,18,58
27,55,84,23,10,89,37,45,41,88,49,97,37,64,85,23,76,53,35,3
12,61,32,3,93,3,84,81,79,12,53,33,57,71,64,17,91,50,40,14
66,29,10,0,62,6,3,62,20,44,10,43,61,20,66,21,5,96,36,86
60,3,34,63,69,37,0,79,26,25,26,77,39,75,64,36,44,87,18,58
40,65,91,93,62,95,1,77,89,30,39,74,65,65,10,33,33,50,40,51
63,68,16,0,66,82,53,83,14,88,4,35,60,96,45,0,93,38,29,93
12,71,39,52,31,26,38,68,65,13,70,76,79,29,12,81,89,67,85,82
15,25,48,48,64,46,99,32,52,97,19,61,0,3,35,99,8,53,10,47
51,48,10,77,69,4,12,88,78,59,75,13,37,11,68,40,88,63,26,27
48,13,85,10,62,26,5,6,57,50,28,69,27,63,86,79,3,17,36,55
60,94,2,79,4,45,87,95,22,87,36,98,15,9,51,94,54,70,51,72
54,77,24,50,72,72,63,92,37,35,80,2,86,60,18,98,15,98,52,4
59,57,68,7,65,95,23,9,60,74,25,6,48,15,6,38,28,86,49,1
28,1,58,64,62,22,99,56,93,8,84,83,75,15,28,17,52,33,2,25
64,3,77,37,91,8,19,5,19,8,91,1,75,82,33,59,48,70,61,80
24,33,31,6,23,22,95,70,62,87,57,22,40,14,56,50,53,93,71,71
55,37,43,13,95,41,9,43,99,56,27,10,97,41,86,5,52,81,36,31
60,83,30,2,61,15,90,12,64,23,85,19,15,60,58,65,30,74,90,20
88,51,82,21,46,0,46,9,48,25,74,61,16,0,85,64,43,20,52,21
3,68,97,77,32,93,28,31,96,91,33,89,23,91,48,10,37,24,60,18
21,43,34,3,15,61,29,38,85,22,21,12,73,28,93,41,45,18,80,8
86,59,5,50,42,64,25,21,86,68,45,12,15,94,45,64,4,72,47,83
32,20,10,73,70,43,81,25,56,39,5,29,86,92,68,69,68,71,69,30
61,2,29,62,69,5,2,95,55,77,89,65,3,97,30,77,12,33,62,85
44,92,70,45,34,65,94,79,94,52,60,0,70,3,92,41,18,78,66,37
32,37,75,24,77,67,18,70,92,36,77,8,51,7,81,90,98,11,55,87
71,25,61,29,95,99,20,16,29,66,64,8,57,2,99,42,8,32,48,19
91,61,95,60,85,14,4,24,62,61,17,3,45,9,37,97,49,89,75,31
14,75,60,97,22,71,22,80,70,86,71,87,40,3,76,45,54,21,47,12
2,59,92,31,33,90,88,53,26,39,60,29,84,61,12,41,40,89,2,38
53,69,83,30,87,89,85,63,66,98,1,21,53,50,67,79,80,46,44,64
36,31,87,39,77,37,68,61,48,97,71,29,88,38,25,42,88,9,11,75
35,36,82,21,45,80,8,95,47,26,60,23,4,30,15,94,32,46,22,0
18,59,18,74,18,64,97,19,0,27,47,29,27,95,29,59,72,95,14,28
91,90,13,60,79,67,59,43,10,86,41,81,30,11,27,10,24,67,55,95
23,43,33,41,17,66,82,52,95,86,6,68,42,85,45,95,55,71,4,71
45,9,77,17,53,33,10,60,26,33,84,32,3,20,27,49,35,94,69,80
88,13,82,10,39,34,52,90,85,55,27,45,78,41,29,84,53,26,59,40
62,23,60,70,98,80,53,81,39,19,74,96,72,5,41,67,72,94,42,98
12,18,17,62,64,98,39,3,2,79,15,20,12,88,96,93,27,52,51,22
58,79,54,37,57,2,79,79,20,87,49,69,6,41,58,85,51,81,4,52
78,1,8,50,73,1,19,55,21,3,3,62,40,40,62,71,22,5,21,3
82,25,18,22,93,21,47,22,98,85,31,81,65,21,86,72,44,31,8,20
41,91,7,20,80,7,43,3,28,90,56,98,12,14,22,71,46,42,27,33
82,99,76,52,69,14,27,77,94,46,92,9,63,83,78,21,65,74,45,82
68,63,42,17,19,46,59,88,52,84,23,39,59,87,31,71,64,90,46,28
88,96,50,66,69,16,60,28,55,40,30,18,32,78,62,68,74,96,42,60
56,50,43,29,68,93,2,52,64,14,72,12,50,31,70,1,18,64,66,3
7,51,90,8,64,88,85,27,55,61,16,25,18,38,32,17,5,79,38,89
65,98,59,69,71,51,6,52,12,37,54,10,98,84,50,0,11,27,38,68
35,36,79,45,62,15,64,55,92,35,67,58,47,74,30,85,76,76,19,54
43,76,52,25,21,64,66,65,4,53,60,80,23,2,23,9,94,73,77,99
0,51,53,71,52,61,61,26,47,45,53,77,36,81,65,76,90,30,96,2
40,56,70,98,47,20,72,43,46,71,66,1,74,40,98,70,62,82,81,61
70,11,80,41,74,22,13,14,75,97,88,45,58,16,98,69,69,53,46,85
93,72,57,10,54,5,63,98,72,58,16,78,42,78,24,39,71,5,98,19
79,49,1,61,37,83,58,97,63,48,84,82,41,56,20,51,45,82,35,71
66,44,4,26,80,31,77,46,21,45,36,76,91,96,26,62,10,41,8,85
64,32,10,57,73,69,13,38,82,3,30,55,33,76,1,45,3,81,18,48
43,31,94,88,16,37,53,38,38,35,38,79,64,97,14,92,73,26,98,73
43,19,93,55,66,70,69,47,40,46,51,61,76,99,21,82,39,56,58,64
7,51,6,93,49,2,26,85,62,36,91,96,95,5,53,73,75,62,29,83
61,44,5,35,8,17,28,85,30,82,65,75,83,62,75,28,74,90,9,62
21,20,12,82,87,36,78,68,76,77,57,99,44,26,39,31,16,70,68,67
